district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
淡水區,房地(土地+建物)+車位,新北市淡水區新春街65巷31~60號,31.71,住,,,1080521,土地1建物1車位1,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041029,177.25,3,2,2,有,有,9500000,53597,坡道平面,41.32,0,,RPQPMLKLOHOFFEF58CA
淡水區,房地(土地+建物),新北市淡水區新民街一段1~30號,23.06,住,,,1080516,土地1建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981225,114.77,3,2,2,有,有,7100000,61863,,0,0,,RPWQMLKLOHOFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段306巷9弄31~60號,24.95,住,,,1080426,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041001,163.33,3,2,2,有,有,9680000,59267,坡道平面,32.65,0,,RPVSMLKLOHOFFEF76CA
淡水區,房地(土地+建物),新北市淡水區濱海路三段148巷61~90號,23.88,住,,,1080519,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030613,88.37,2,2,1,有,有,4650000,52620,,0,0,含增建或未登記建物。;陽台、雨遮外推,RPXNMLPLOHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區學府路136巷61~90號,42.76,住,,,1080506,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030314,194.28,3,2,2,有,有,10300000,53016,坡道平面,39.35,0,,RPVOMLPLOHOFFEF86CA
淡水區,房地(土地+建物),新北市淡水區淡金路61~90號,2.65,住,,,1080514,土地1建物1車位0,七層,二十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,910531,29.24,1,1,1,有,有,2000000,68399,,0,0,,RPQRMLMJPHOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷1~30號,17.91,住,,,1080523,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070706,133.69,2,2,2,有,有,7720000,66268,坡道平面,38.32,1400000,,RPPRNLPJPHOFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段126巷1~30號,24.82,住,,,1080508,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070706,171.4,3,2,2,有,有,10200000,66126,坡道平面,38.32,1400000,,RPRRNLPJPHOFFEF76CA
三芝區,土地,錫板段番婆林小段91~120地號,3014,,山坡地保育區,農牧用地,1080521,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5926000,1966,,0,0,,RPRQMLMKPHOFFEF98CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段61巷25弄1~30號,37.9,工,,,1080430,土地1建物1車位1,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,970829,165.49,3,2,2,有,有,15500000,93661,坡道平面,43.49,0,,RPTNMLMKOHOFFGF98CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區仁愛街70巷1~30號,16.5,住,,,1080410,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860129,96.96,3,2,2,有,有,11000000,113449,升降機械,0,0,親友、員工或其他特殊關係間之交易。;,RPROMLMKOHOFFGF88CA
三重區,房地(土地+建物),新北市三重區中正北路560巷31~60號,22.71,工,,,1080525,土地2建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,138.59,0,0,0,無,有,12660000,91349,,0,0,,RPVOMLMKOHOFFGF66CA
三重區,房地(土地+建物)+車位,新北市三重區中央南路61~90號,17.09,住,,,1080521,土地4建物1車位1,十八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070223,184.17,3,2,3,有,有,24400000,153750,坡道平面,39.78,2200000,,RPUNMLNKOHOFFGF56CA
三重區,房地(土地+建物)+車位,新北市三重區中央南路61~90號,16.53,住,,,1080529,土地4建物1車位1,十三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070223,163.66,3,2,2,有,有,22730000,149714,坡道機械,23.86,1800000,,RPVNMLNKOHOFFGF66CA
三重區,房地(土地+建物),新北市三重區中正北路560巷31~60號,23.6,工,,,1080328,土地2建物1車位0,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,143.17,0,0,0,無,有,12130000,84724,,0,0,,RPTOMLNKOHOFFGF56CA
蘆洲區,房地(土地+建物),新北市蘆洲區水湳街181~210號,21.02,住,,,1080504,土地1建物1車位0,一層，騎樓,五層,店面(店鋪),住商用,鋼筋混凝土造,730711,78.05,0,1,1,有,無,12000000,153748,,0,0,含增建或未登記建物。;,RPUOMLNKOHOFFGF66CA
三重區,土地,三和段361~390地號,8.11,其他,,,1080523,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1265000,155980,,0,0,,RPOOMLOKOHOFFGF78CA
三重區,房地(土地+建物),新北市三重區中正南路66巷1~30號,12.57,住,,,1080502,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,880528,33.11,2,1,1,有,無,4600000,138931,,0,0,,RPPOMLOKOHOFFGF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區長安街181~210號,18.71,住,,,1080509,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,810727,128.16,3,2,2,有,有,11580000,90356,,0,0,陽台外推，權利人共三人,RPQPMLOKOHOFFGF09CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區水湳街241~270號,14.65,住,,,1080428,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880124,112.03,3,2,1,有,無,9100000,81228,坡道平面,36.51,0,含增建或未登記建物。;陽台外推,RPWPMLRKOHOFFGF37CA
三重區,房地(土地+建物),新北市三重區大同南路7巷1~30號,31.35,住,,,1080427,土地3建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,600715,88.94,3,2,1,有,無,8000000,89948,,0,0,,RPWNMLSKOHOFFGF27CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區仁愛街61~90號,21.83,住,,,1080425,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910916,131,3,2,2,有,有,10700000,81679,坡道機械,18.87,0,,RPWOMLSKOHOFFGF37CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段31~60號,25.01,住,,,1080507,土地1建物1車位1,六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,267.54,4,2,2,有,有,32550000,131065,坡道平面,34.45,2000000,,RPSQMLTKOHOFFGF27CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段31~60號,25.01,住,,,1071203,土地1建物1車位1,二十六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,266.94,4,2,2,有,有,37300000,150974,坡道平面,34.45,2200000,,RPUQMLTKOHOFFGF47CA
三重區,房地(土地+建物),新北市三重區光復路一段31~60號,20.41,住,,,1080511,土地1建物1車位0,六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,214.39,4,2,2,有,有,26100000,121741,,0,0,,RPWQMLTKOHOFFGF67CA
三重區,房地(土地+建物),新北市三重區中央北路90巷1~30號,18.04,住,,,1080524,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,571003,47.39,2,1,1,有,無,6450000,136105,,0,0,,RPWNMLPLOHOFFGF07CA
三重區,房地(土地+建物)+車位,新北市三重區進安街31~60號,24.74,住,,,1080421,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951228,155,3,2,2,有,有,17650000,113871,坡道平面,35.27,0,含增建或未登記建物。;,RPOOMLLJPHOFFGF48CA
三重區,房地(土地+建物)+車位,新北市三重區仁義街211巷1~30號,20.58,住,,,1080421,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860813,108.59,3,2,1,有,有,11200000,103140,坡道平面,0,0,含增建或未登記建物。;,RPPOMLLJPHOFFGF58CA
中和區,房地(土地+建物),新北市中和區中山路二段332巷61~90號,12.77,工,,,1080429,土地1建物1車位0,四層,十四層,辦公商業大樓,見其他登記事項,見其他登記事項,1060118,97.31,0,0,0,無,有,12000000,123317,,0,0,,RPUOMLLKOHOFFHF56CA
中和區,房地(土地+建物),新北市中和區大智街109巷1~30號,28.86,住,,,1080428,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731109,94.26,3,2,2,有,無,8000000,84872,,0,0,含增建或未登記建物。,RPQNMLMKOHOFFHF78CA
永和區,房地(土地+建物)+車位,新北市永和區福和路1~30號,13.72,住,,,1080430,土地4建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931029,145.63,3,2,2,有,有,17350000,119138,坡道平面,0,0,含增建或未登記建物。;,RPOOMLMKOHOFFHF68CA
中和區,房地(土地+建物),新北市中和區景平路181~210號,25.36,住,,,1080507,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,640326,71.38,3,2,1,有,無,6700000,93864,,0,0,含增建或未登記建物。;,RPSPMLMKOHOFFHF56CA
中和區,房地(土地+建物)+車位,新北市中和區捷運路1~30號,12.45,住,,,1080425,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061121,134.76,2,1,1,有,有,17500000,129860,坡道平面,41.21,0,,RPTPMLMKOHOFFHF66CA
永和區,房地(土地+建物),新北市永和區文化路89巷1~30號,31.2,住,,,1080512,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720119,105.91,3,2,2,有,無,20000000,188840,,0,0,含增建或未登記建物。;,RPUNMLNKOHOFFHF66CA
永和區,房地(土地+建物),新北市永和區得和路243巷14弄1~30號,36.9,住,,,1080513,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730223,134.06,6,3,3,有,無,14800000,110398,,0,0,,RPOQMLNKOHOFFHF98CA
中和區,房地(土地+建物),新北市中和區中山路二段136巷6弄1~30號,24.01,住,,,1080511,土地2建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661230,86.5,3,2,1,有,無,8880000,102659,,0,0,含增建或未登記建物。;,RPRQMLNKOHOFFHF66CA
永和區,房地(土地+建物)+車位,新北市永和區中山路一段91~120號,16.15,商,,,1080513,土地3建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,791207,168.14,3,2,2,有,有,16350000,97235,升降平面,0,0,含增建或未登記建物。;,RPTQMLNKOHOFFHF86CA
永和區,房地(土地+建物),新北市永和區保福路二段133巷31~60號,30.21,住,,,1080407,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750307,97.79,3,2,2,有,無,10500000,107373,,0,0,含增建或未登記建物。;,RPVQMLNKOHOFFHF07CA
中和區,車位,新北市中和區連城路241~270號,3.39,住,,,1080528,土地0建物0車位1,儲藏室,十二層,其他,見其他登記事項,鋼筋混凝土造,820306,35.52,0,0,0,有,有,1850000,,坡道平面,35.53,1850000,單獨車位交易。;,RPQNMLOKOHOFFHF98CA
中和區,房地(土地+建物),新北市中和區興南路二段242巷19弄1~30號,21.01,住,,,1080428,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720321,76.13,3,2,1,有,無,6400000,84067,,0,0,,RPVPMLOKOHOFFHF07CA
中和區,房地(土地+建物)+車位,新北市中和區圓通路299巷1~30號,30.05,住,,,1080506,土地2建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971007,172.23,3,2,2,有,有,16580000,103229,坡道平面,30.99,2000000,,RPOQMLRKOHOFFHF76CA
永和區,土地,雙和段181~210地號,1.36,其他,,,1080515,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,114610,84272,,0,0,,RPUSMLRKOHOFFHF57CA
中和區,房地(土地+建物),新北市中和區中正路1171~1200號,7.61,工,,,1080504,土地1建物1車位0,五層,十六層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,870528,86.19,0,2,2,有,有,8100000,93978,,0,0,含增建或未登記建物。;,RPSNMLTKOHOFFHF07CA
永和區,房地(土地+建物),新北市永和區福和路301~330號,13.11,商,,,1080516,土地2建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,751231,115.07,3,2,2,有,無,14000000,121665,,0,0,,RPTOMLKLOHOFFHF09CA
中和區,房地(土地+建物),新北市中和區民治街13巷1~30號,38.71,住,,,1080323,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,650219,108.17,3,2,2,有,無,9700000,89674,,0,0,,RPTNMLQLOHOFFHF96CA
中和區,土地,盛昌段631~660地號,17.43,住,,,1080527,土地7建物0車位0,,,其他,,,,0,0,0,0,有,無,1850000,106139,,0,0,親友、員工或其他特殊關係間之交易。;包含公共設施保留地之交易。;,RPPNMLPJPHOFFHF98CA
永和區,房地(土地+建物),新北市永和區林森路112巷12弄1~30號,34.46,住,,,1080506,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660415,86.85,3,2,1,有,無,12870000,148187,,0,0,,RPWOMLTJPHOFFHF57CA
三峽區,房地(土地+建物),新北市三峽區中園街86巷1~30號,18.91,住,,,1080522,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840121,64.53,2,2,1,有,無,3550000,55013,,0,0,,RPQPMLLKOHOFFIF98CA
三峽區,房地(土地+建物),新北市三峽區復興路160巷2弄1~30號,6.7,住,,,1080412,土地2建物1車位0,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830510,65.25,2,1,1,有,有,5500000,84291,,0,0,,RPUNMLMKOHOFFIF66CA
樹林區,土地,慈恩段361~390地號,245.41,其他,,,1080528,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,8900000,36266,,0,0,,RPOPMLMKOHOFFIF88CA
樹林區,房地(土地+建物),新北市樹林區東榮街88巷1~30號,28.95,住,,,1080512,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650219,71.75,3,2,1,有,無,6380000,88920,,0,0,含增建或未登記建物。;,RPPPMLNKOHOFFIF09CA
鶯歌區,房地(土地+建物),新北市鶯歌區建國路121~150號,13.75,商,,,1080118,土地1建物1車位0,八層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840408,127.42,3,3,2,有,有,7800000,61215,,0,0,,RPRPMLNKOHOFFIF66CA
三峽區,房地(土地+建物)+車位,新北市三峽區學勤路151~180號,15.7,商,,,1080512,土地1建物1車位1,二層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,980730,196.42,3,2,2,有,有,14600000,74331,坡道平面,39.02,0,,RPOQMLNKOHOFFIF09CA
樹林區,房地(土地+建物),新北市樹林區名園街78巷16弄1~30號,39.56,住,,,1080429,土地6建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701017,83.14,3,3,3,有,無,8400000,101034,,0,0,含增建或未登記建物。;,RPTOMLOKOHOFFIF86CA
樹林區,房地(土地+建物)+車位,新北市樹林區學成路571~600號,24.36,商,,,1080505,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990823,241.66,4,2,2,有,有,21280000,88058,坡道平面,39.49,0,,RPVOMLRKOHOFFIF37CA
樹林區,房地(土地+建物),新北市樹林區中興街1~30號,28.5,住,,,1080421,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650109,83.43,2,2,2,有,無,6850000,82105,,0,0,陽台外推,RPSPMLTKOHOFFIF37CA
樹林區,房地(土地+建物),新北市樹林區學府路361~390號,54.05,住,,,1080508,土地1建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010109,376.94,4,2,5,有,有,28500000,75609,,0,0,,RPSQMLTKOHOFFIF47CA
樹林區,房地(土地+建物),新北市樹林區學府路361~390號,54.05,住,,,1080508,土地1建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010109,376.94,4,2,5,有,有,30790000,81684,,0,0,,SPSQMLTKOHOFFIF57CA
三峽區,房地(土地+建物)+車位,新北市三峽區學成路331~360號,19.1,商,,,1080516,土地1建物1車位1,十一層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010724,203.09,3,2,2,有,有,17320000,85282,坡道平面,40.5,0,,RPTOMLMJPHOFFIF66CA
板橋區,房地(土地+建物),新北市板橋區自強新村91~120號,36,住,,,1080416,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701119,123.82,4,2,2,有,有,14180000,114521,,0,0,含增建或未登記建物。,RPVNMLMKOHOFFAF68DA
泰山區,土地,泰山段三小段481~510地號,141.86,其他,,,1080430,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,9000000,63443,,0,0,,RPTOMLRKOHOFFBF56DA
新莊區,房地(土地+建物),新北市新莊區中正路新建巷15弄1~30號,20.48,住,,,1080414,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691224,71.62,3,2,2,有,無,5900000,82379,,0,0,含增建或未登記建物。,RPWSMLSKOHOFFBF37DA
新店區,土地,香坡段1111~1140地號,91.57,住,,,1080422,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,7199400,78622,,0,0,,RPQNMLRKOHOFFCF88DA
新店區,房地(土地+建物),新北市新店區裕合街61~90號,3.67,其他,,,1080429,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,701203,2.8,3,2,2,有,有,250000,89286,,0,0,親友、員工或其他特殊關係間之交易。;,RPXOMLRKOHOFFCF07DA
新店區,房地(土地+建物),新北市新店區北新路二段121~150號,2.84,其他,,,1080505,土地8建物1車位0,十六層,十八層,套房(1房1廳1衛),住家用,鋼筋混凝土造,951109,37.5,1,1,1,有,有,6800000,181333,,0,0,,RPXQMLSKOHOFFCF37DA
